instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
2,"Sure thing, the entities regarding food are listed as follows:  dairy produce, milk, dairy, consumption, yogurt and related products, milk and dairy, intakes, full-fat dairy products","Indeed, the entities are connected in this fashion:  dairy - http://purl.obolibrary.org/obo/ENVO_00003862, milk - http://purl.obolibrary.org/obo/UBERON_0001913, fat - http://purl.obolibrary.org/obo/FOODON_00003265;http://purl.obolibrary.org/obo/UBERON_0001013;http://purl.obolibrary.org/obo/ENVO_00003862.","Indeed, the entities are connected in this fashion: milk - http://purl.obolibrary.org/obo/UBERON_0001913, dairy - http://purl.obolibrary.org/obo/ENVO_00003862.", , , ,0.600,0.400,0.467
2_0, , , ,dairy,http://purl.obolibrary.org/obo/ENVO_00003862,http://purl.obolibrary.org/obo/ENVO_00003862, , , 
2_1, , , ,milk,http://purl.obolibrary.org/obo/UBERON_0001913,http://purl.obolibrary.org/obo/UBERON_0001913, , , 
2_2, , , ,fat,"http://purl.obolibrary.org/obo/ENVO_00003862
http://purl.obolibrary.org/obo/FOODON_00003265
http://purl.obolibrary.org/obo/UBERON_0001013",, , , 
3,"Indeed, the entities that relate to food are detailed below:  olive oil","Indeed, the entities are connected thusly:  olive oil - http://purl.obolibrary.org/obo/FOODON_03301826;http://purl.obolibrary.org/obo/FOODON_03315145;http://purl.obolibrary.org/obo/FOODON_03317509;http://purl.obolibrary.org/obo/FOODON_03310387.","Definitely, the entities are linked correspondingly: olive oil - http://purl.obolibrary.org/obo/FOODON_03301826;http://purl.obolibrary.org/obo/FOODON_03315145;http://purl.obolibrary.org/obo/FOODON_03317509;http://purl.obolibrary.org/obo/FOODON_03310387, olive - http://purl.obolibrary.org/obo/FOODON_03317509;http://purl.obolibrary.org/obo/FOODON_03315145;http://purl.obolibrary.org/obo/FOODON_03302715.", , , ,1.000,1.000,1.000
3_0, , , ,olive oil,"http://purl.obolibrary.org/obo/FOODON_03301826
http://purl.obolibrary.org/obo/FOODON_03310387
http://purl.obolibrary.org/obo/FOODON_03315145
http://purl.obolibrary.org/obo/FOODON_03317509","http://purl.obolibrary.org/obo/FOODON_03301826
http://purl.obolibrary.org/obo/FOODON_03310387
http://purl.obolibrary.org/obo/FOODON_03315145
http://purl.obolibrary.org/obo/FOODON_03317509", , , 
4,"Yes, the entities related to food are detailed below:  red wine, alcohol, vodka","Indeed, the entities are connected accordingly:  red wine - http://purl.obolibrary.org/obo/FOODON_03310272;http://purl.obolibrary.org/obo/PATO_0000322;http://purl.obolibrary.org/obo/NCBITaxon_8023, alcohol - http://purl.obolibrary.org/obo/CHEBI_30879, vodka - http://purl.obolibrary.org/obo/FOODON_03305518.","Definitely, the entities are linked as such: red wine - http://purl.obolibrary.org/obo/FOODON_03310272;http://purl.obolibrary.org/obo/PATO_0000322;http://purl.obolibrary.org/obo/NCBITaxon_8023, vodka - http://purl.obolibrary.org/obo/FOODON_03305518.", , , ,0.800,0.800,0.800
4_0, , , ,red wine,"http://purl.obolibrary.org/obo/FOODON_03310272
http://purl.obolibrary.org/obo/NCBITaxon_8023
http://purl.obolibrary.org/obo/PATO_0000322","http://purl.obolibrary.org/obo/FOODON_03310272
http://purl.obolibrary.org/obo/NCBITaxon_8023
http://purl.obolibrary.org/obo/PATO_0000322", , , 
4_1, , , ,alcohol,http://purl.obolibrary.org/obo/CHEBI_30879,, , , 
4_2, , , ,vodka,http://purl.obolibrary.org/obo/FOODON_03305518,http://purl.obolibrary.org/obo/FOODON_03305518, , , 
5,"Of course, here are the entities related to food:  almond, apple, cinnamon","Of course, the entities are interlocked as:  almond - http://purl.obolibrary.org/obo/FOODON_00003523;http://purl.obolibrary.org/obo/FOODON_03301355;http://purl.obolibrary.org/obo/NCBITaxon_3755, apple - http://purl.obolibrary.org/obo/FOODON_00002473;http://purl.obolibrary.org/obo/NCBITaxon_3750.","Indeed, the entities are connected in the following way: high-fat-sucrose - http://purl.obolibrary.org/obo/FOODON_00002082;http://purl.obolibrary.org/obo/FOODON_03310387, almond - http://purl.obolibrary.org/obo/NCBITaxon_3755;http://purl.obolibrary.org/obo/FOODON_00003523;http://purl.obolibrary.org/obo/FOODON_03301355, apple - http://purl.obolibrary.org/obo/NCBITaxon_3750;http://purl.obolibrary.org/obo/FOODON_00002473, cinnamon - http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175, orange blossom - http://purl.obolibrary.org/obo/FOODON_03315104;http://purl.obolibrary.org/obo/PATO_0000953;http://purl.obolibrary.org/obo/FOODON_03315113;http://purl.obolibrary.org/obo/FOODON_00002063;http://purl.obolibrary.org/obo/FOODON_03302340, hamamelis - http://purl.obolibrary.org/obo/NCBITaxon_3623, lime blossom - http://purl.obolibrary.org/obo/FOODON_03305089;http://purl.obolibrary.org/obo/FOODON_03305086;http://purl.obolibrary.org/obo/FOODON_00003661;http://purl.obolibrary.org/obo/FOODON_03315552, grape vine - http://purl.obolibrary.org/obo/FOODON_00003417;http://purl.obolibrary.org/obo/FOODON_00003807;http://purl.obolibrary.org/obo/FOODON_03301123.", , , ,1.000,1.000,1.000
5_0, , , ,almond,"http://purl.obolibrary.org/obo/FOODON_00003523
http://purl.obolibrary.org/obo/FOODON_03301355
http://purl.obolibrary.org/obo/NCBITaxon_3755","http://purl.obolibrary.org/obo/FOODON_00003523
http://purl.obolibrary.org/obo/FOODON_03301355
http://purl.obolibrary.org/obo/NCBITaxon_3755", , , 
5_1, , , ,apple,"http://purl.obolibrary.org/obo/FOODON_00002473
http://purl.obolibrary.org/obo/NCBITaxon_3750","http://purl.obolibrary.org/obo/FOODON_00002473
http://purl.obolibrary.org/obo/NCBITaxon_3750", , , 
6,"Of course, the entities associated with food are detailed below:  fruits, papaya, avocado, banana, chestnut, passion fruit, fig, melon, mango, kiwi, pineapple, peach, tomato","Absolutely, the entities are related in this manner:  fruits - http://purl.obolibrary.org/obo/FOODON_03304644, papaya - http://purl.obolibrary.org/obo/FOODON_03301830;http://purl.obolibrary.org/obo/NCBITaxon_3649, avocado - http://purl.obolibrary.org/obo/FOODON_00003600;http://purl.obolibrary.org/obo/FOODON_03305236;http://purl.obolibrary.org/obo/NCBITaxon_3435, banana - http://purl.obolibrary.org/obo/FOODON_03311513;http://purl.obolibrary.org/obo/FOODON_03316257;http://purl.obolibrary.org/obo/NCBITaxon_4641, chestnut - http://purl.obolibrary.org/obo/FOODON_03310978;http://purl.obolibrary.org/obo/FOODON_00003563, passion fruit - http://purl.obolibrary.org/obo/NCBITaxon_78168;http://purl.obolibrary.org/obo/FOODON_03309552;http://purl.obolibrary.org/obo/FOODON_00003675;http://purl.obolibrary.org/obo/PO_0009001, fig - http://purl.obolibrary.org/obo/FOODON_00003266, melon - http://purl.obolibrary.org/obo/FOODON_03301593;http://purl.obolibrary.org/obo/FOODON_00003597, mango - http://purl.obolibrary.org/obo/FOODON_00003538;http://purl.obolibrary.org/obo/NCBITaxon_29780;http://purl.obolibrary.org/obo/FOODON_03301813, kiwi - http://purl.obolibrary.org/obo/FOODON_03414363, pineapple - http://purl.obolibrary.org/obo/FOODON_03301831;http://purl.obolibrary.org/obo/NCBITaxon_4615, peach - http://purl.obolibrary.org/obo/FOODON_03315502;http://purl.obolibrary.org/obo/FOODON_03301719;http://purl.obolibrary.org/obo/NCBITaxon_3760, tomato - http://purl.obolibrary.org/obo/FOODON_03301453;http://purl.obolibrary.org/obo/FOODON_03309927;http://purl.obolibrary.org/obo/NCBITaxon_4081.","Of course, the entities are bonded appropriately: papaya - http://purl.obolibrary.org/obo/NCBITaxon_3658;http://purl.obolibrary.org/obo/FOODON_00003571, avocado - http://purl.obolibrary.org/obo/FOODON_00003600;http://purl.obolibrary.org/obo/NCBITaxon_3435;http://purl.obolibrary.org/obo/FOODON_03305236, banana - http://purl.obolibrary.org/obo/NCBITaxon_4641;http://purl.obolibrary.org/obo/FOODON_03316257;http://purl.obolibrary.org/obo/FOODON_03311513, chestnut - http://purl.obolibrary.org/obo/FOODON_03301008;http://purl.obolibrary.org/obo/FOODON_03302040;http://purl.obolibrary.org/obo/FOODON_03301008;http://purl.obolibrary.org/obo/NCBITaxon_16718, passion fruit - http://purl.obolibrary.org/obo/FOODON_00003064;http://purl.obolibrary.org/obo/FOODON_03309552;http://purl.obolibrary.org/obo/NCBITaxon_78168;http://purl.obolibrary.org/obo/PO_0009001;http://purl.obolibrary.org/obo/FOODON_03301701, fig - http://purl.obolibrary.org/obo/NCBITaxon_3493;http://purl.obolibrary.org/obo/FOODON_00003266, melon - http://purl.obolibrary.org/obo/FOODON_03301593;http://purl.obolibrary.org/obo/FOODON_00003597;http://purl.obolibrary.org/obo/FOODON_03301008, mango - http://purl.obolibrary.org/obo/NCBITaxon_29780;http://purl.obolibrary.org/obo/FOODON_00003538;http://purl.obolibrary.org/obo/FOODON_03301813, kiwi - http://purl.obolibrary.org/obo/FOODON_03414363, pineapple - http://purl.obolibrary.org/obo/NCBITaxon_4615;http://purl.obolibrary.org/obo/FOODON_03301831, peach - http://purl.obolibrary.org/obo/FOODON_03315502;http://purl.obolibrary.org/obo/NCBITaxon_3760;http://purl.obolibrary.org/obo/FOODON_03301719;http://purl.obolibrary.org/obo/FOODON_03303225, tomato - http://purl.obolibrary.org/obo/FOODON_03309927;http://purl.obolibrary.org/obo/FOODON_03301453;http://purl.obolibrary.org/obo/NCBITaxon_4081.", , , ,0.800,0.800,0.800
6_0, , , ,fruits,http://purl.obolibrary.org/obo/FOODON_03304644,, , , 
6_1, , , ,papaya,"http://purl.obolibrary.org/obo/FOODON_03301830
http://purl.obolibrary.org/obo/NCBITaxon_3649","http://purl.obolibrary.org/obo/FOODON_00003571
http://purl.obolibrary.org/obo/NCBITaxon_3658", , , 
6_2, , , ,avocado,"http://purl.obolibrary.org/obo/FOODON_00003600
http://purl.obolibrary.org/obo/FOODON_03305236
http://purl.obolibrary.org/obo/NCBITaxon_3435","http://purl.obolibrary.org/obo/FOODON_00003600
http://purl.obolibrary.org/obo/FOODON_03305236
http://purl.obolibrary.org/obo/NCBITaxon_3435", , , 
6_3, , , ,banana,"http://purl.obolibrary.org/obo/FOODON_03311513
http://purl.obolibrary.org/obo/FOODON_03316257
http://purl.obolibrary.org/obo/NCBITaxon_4641","http://purl.obolibrary.org/obo/FOODON_03311513
http://purl.obolibrary.org/obo/FOODON_03316257
http://purl.obolibrary.org/obo/NCBITaxon_4641", , , 
6_4, , , ,chestnut,"http://purl.obolibrary.org/obo/FOODON_00003563
http://purl.obolibrary.org/obo/FOODON_03310978","http://purl.obolibrary.org/obo/FOODON_03301008
http://purl.obolibrary.org/obo/FOODON_03301008
http://purl.obolibrary.org/obo/FOODON_03302040
http://purl.obolibrary.org/obo/NCBITaxon_16718", , , 
6_5, , , ,passion fruit,"http://purl.obolibrary.org/obo/FOODON_00003675
http://purl.obolibrary.org/obo/FOODON_03309552
http://purl.obolibrary.org/obo/NCBITaxon_78168
http://purl.obolibrary.org/obo/PO_0009001","http://purl.obolibrary.org/obo/FOODON_00003064
http://purl.obolibrary.org/obo/FOODON_03301701
http://purl.obolibrary.org/obo/FOODON_03309552
http://purl.obolibrary.org/obo/NCBITaxon_78168
http://purl.obolibrary.org/obo/PO_0009001", , , 
6_6, , , ,fig,http://purl.obolibrary.org/obo/FOODON_00003266,"http://purl.obolibrary.org/obo/FOODON_00003266
http://purl.obolibrary.org/obo/NCBITaxon_3493", , , 
6_7, , , ,melon,"http://purl.obolibrary.org/obo/FOODON_00003597
http://purl.obolibrary.org/obo/FOODON_03301593","http://purl.obolibrary.org/obo/FOODON_00003597
http://purl.obolibrary.org/obo/FOODON_03301008
http://purl.obolibrary.org/obo/FOODON_03301593", , , 
6_8, , , ,mango,"http://purl.obolibrary.org/obo/FOODON_00003538
http://purl.obolibrary.org/obo/FOODON_03301813
http://purl.obolibrary.org/obo/NCBITaxon_29780","http://purl.obolibrary.org/obo/FOODON_00003538
http://purl.obolibrary.org/obo/FOODON_03301813
http://purl.obolibrary.org/obo/NCBITaxon_29780", , , 
6_9, , , ,kiwi,http://purl.obolibrary.org/obo/FOODON_03414363,http://purl.obolibrary.org/obo/FOODON_03414363, , , 
6_10, , , ,pineapple,"http://purl.obolibrary.org/obo/FOODON_03301831
http://purl.obolibrary.org/obo/NCBITaxon_4615","http://purl.obolibrary.org/obo/FOODON_03301831
http://purl.obolibrary.org/obo/NCBITaxon_4615", , , 
6_11, , , ,peach,"http://purl.obolibrary.org/obo/FOODON_03301719
http://purl.obolibrary.org/obo/FOODON_03315502
http://purl.obolibrary.org/obo/NCBITaxon_3760","http://purl.obolibrary.org/obo/FOODON_03301719
http://purl.obolibrary.org/obo/FOODON_03303225
http://purl.obolibrary.org/obo/FOODON_03315502
http://purl.obolibrary.org/obo/NCBITaxon_3760", , , 
6_12, , , ,tomato,"http://purl.obolibrary.org/obo/FOODON_03301453
http://purl.obolibrary.org/obo/FOODON_03309927
http://purl.obolibrary.org/obo/NCBITaxon_4081","http://purl.obolibrary.org/obo/FOODON_03301453
http://purl.obolibrary.org/obo/FOODON_03309927
http://purl.obolibrary.org/obo/NCBITaxon_4081", , , 
7,"Certainly, the entities connected with food are delineated below:  cruciferous vegetables, cruciferous vegetable, eggs, beef, veal, pork, beer, alcohol, meats","Definitely, the entities are linked accordingly:  vegetable - http://purl.obolibrary.org/obo/FOODON_00003816, veal - http://purl.obolibrary.org/obo/FOODON_00003083;http://purl.obolibrary.org/obo/FOODON_00001678, pork - http://purl.obolibrary.org/obo/FOODON_00001038.","Indeed, the entities are connected accordingly: food - http://purl.obolibrary.org/obo/CHEBI_33290, saturated fat - http://purl.obolibrary.org/obo/FOODON_03302500;http://purl.obolibrary.org/obo/UBERON_0001913, dietary fiber - http://purl.obolibrary.org/obo/FOODON_03402926;http://purl.obolibrary.org/obo/FOODON_03301304, beer - http://purl.obolibrary.org/obo/FOODON_03301047.", , , ,0.000,0.000,0.000
7_0, , , ,vegetable,http://purl.obolibrary.org/obo/FOODON_00003816,, , , 
7_1, , , ,veal,"http://purl.obolibrary.org/obo/FOODON_00001678
http://purl.obolibrary.org/obo/FOODON_00003083",, , , 
7_2, , , ,pork,http://purl.obolibrary.org/obo/FOODON_00001038,, , , 
8,"Definitely, the entities concerning food are outlined as follows:  coffee, tea, milk, soda, fruit, vegetable juice, intakes, consumption, juice","Of course, the entities are bonded in the following way:  coffee - http://purl.obolibrary.org/obo/FOODON_03301036;http://purl.obolibrary.org/obo/NCBITaxon_13443, tea - http://purl.obolibrary.org/obo/FOODON_03315081, milk - http://purl.obolibrary.org/obo/UBERON_0001913, fruit - http://purl.obolibrary.org/obo/PO_0009001, vegetable - http://purl.obolibrary.org/obo/FOODON_00003816;http://purl.obolibrary.org/obo/FOODON_03315552, juice - http://purl.obolibrary.org/obo/FOODON_03315552.","Of course, the entities are bonded accordingly: coffee - http://purl.obolibrary.org/obo/FOODON_03301036;http://purl.obolibrary.org/obo/NCBITaxon_13443, tea - http://purl.obolibrary.org/obo/FOODON_03315081, milk - http://purl.obolibrary.org/obo/UBERON_0001913, fruit - http://purl.obolibrary.org/obo/PO_0009001.", , , ,0.625,0.625,0.625
8_0, , , ,coffee,"http://purl.obolibrary.org/obo/FOODON_03301036
http://purl.obolibrary.org/obo/NCBITaxon_13443","http://purl.obolibrary.org/obo/FOODON_03301036
http://purl.obolibrary.org/obo/NCBITaxon_13443", , , 
8_1, , , ,tea,http://purl.obolibrary.org/obo/FOODON_03315081,http://purl.obolibrary.org/obo/FOODON_03315081, , , 
8_2, , , ,milk,http://purl.obolibrary.org/obo/UBERON_0001913,http://purl.obolibrary.org/obo/UBERON_0001913, , , 
8_3, , , ,fruit,http://purl.obolibrary.org/obo/PO_0009001,http://purl.obolibrary.org/obo/PO_0009001, , , 
8_4, , , ,vegetable,"http://purl.obolibrary.org/obo/FOODON_00003816
http://purl.obolibrary.org/obo/FOODON_03315552",, , , 
8_5, , , ,juice,http://purl.obolibrary.org/obo/FOODON_03315552,, , , 
9,"Yes, the entities pertaining to food are outlined below:  spices, chilli pepper, paprika, caraway, coriander leaves, coriander seeds, cinnamon, ginger, onion, curry, parsley","Indeed, the entities are linked in the following manner:  chilli pepper - http://purl.obolibrary.org/obo/FOODON_00003744;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649;http://purl.obolibrary.org/obo/FOODON_03309928, paprika - http://purl.obolibrary.org/obo/FOODON_03301105, caraway - http://purl.obolibrary.org/obo/FOODON_00003022, cinnamon - http://purl.obolibrary.org/obo/FOODON_03301175;http://purl.obolibrary.org/obo/NCBITaxon_128608, ginger - http://purl.obolibrary.org/obo/FOODON_00002718;http://purl.obolibrary.org/obo/FOODON_00003717;http://purl.obolibrary.org/obo/FOODON_00001901;http://purl.obolibrary.org/obo/NCBITaxon_94328, onion - http://purl.obolibrary.org/obo/NCBITaxon_4679;http://purl.obolibrary.org/obo/FOODON_03301704.","Indeed, the entities are connected accordingly: paprika - http://purl.obolibrary.org/obo/FOODON_03301105, caraway - http://purl.obolibrary.org/obo/FOODON_00003021;http://purl.obolibrary.org/obo/FOODON_03310272;http://purl.obolibrary.org/obo/NCBITaxon_3888, coriander - http://purl.obolibrary.org/obo/FOODON_00003060;http://purl.obolibrary.org/obo/FOODON_03311872;http://purl.obolibrary.org/obo/FOODON_00003396;http://purl.obolibrary.org/obo/NCBITaxon_51089, cinnamon - http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175, ginger - http://purl.obolibrary.org/obo/NCBITaxon_94328;http://purl.obolibrary.org/obo/FOODON_00001901;http://purl.obolibrary.org/obo/FOODON_00002718;http://purl.obolibrary.org/obo/FOODON_00003717, onion - http://purl.obolibrary.org/obo/FOODON_03301704;http://purl.obolibrary.org/obo/NCBITaxon_4679, curry - http://purl.obolibrary.org/obo/FOODON_00002976.", , , ,0.600,0.600,0.600
9_0, , , ,chilli pepper,"http://purl.obolibrary.org/obo/FOODON_00001649
http://purl.obolibrary.org/obo/FOODON_00003013
http://purl.obolibrary.org/obo/FOODON_00003520
http://purl.obolibrary.org/obo/FOODON_00003744
http://purl.obolibrary.org/obo/FOODON_03309928",, , , 
9_1, , , ,paprika,http://purl.obolibrary.org/obo/FOODON_03301105,http://purl.obolibrary.org/obo/FOODON_03301105, , , 
9_2, , , ,caraway,http://purl.obolibrary.org/obo/FOODON_00003022,"http://purl.obolibrary.org/obo/FOODON_00003021
http://purl.obolibrary.org/obo/FOODON_03310272
http://purl.obolibrary.org/obo/NCBITaxon_3888", , , 
9_3, , , ,cinnamon,"http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/NCBITaxon_128608","http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/NCBITaxon_128608", , , 
9_4, , , ,ginger,"http://purl.obolibrary.org/obo/FOODON_00001901
http://purl.obolibrary.org/obo/FOODON_00002718
http://purl.obolibrary.org/obo/FOODON_00003717
http://purl.obolibrary.org/obo/NCBITaxon_94328","http://purl.obolibrary.org/obo/FOODON_00001901
http://purl.obolibrary.org/obo/FOODON_00002718
http://purl.obolibrary.org/obo/FOODON_00003717
http://purl.obolibrary.org/obo/NCBITaxon_94328", , , 
9_5, , , ,onion,"http://purl.obolibrary.org/obo/FOODON_03301704
http://purl.obolibrary.org/obo/NCBITaxon_4679","http://purl.obolibrary.org/obo/FOODON_03301704
http://purl.obolibrary.org/obo/NCBITaxon_4679", , , 
10,"Yes, the entities related to food are delineated below:  carrot, celery, fennel, vegetable foods","Definitely, the entities are linked in this fashion:  carrot - http://purl.obolibrary.org/obo/NCBITaxon_4039;http://purl.obolibrary.org/obo/FOODON_00003408, celery - http://purl.obolibrary.org/obo/FOODON_03301727;http://purl.obolibrary.org/obo/NCBITaxon_117781, fennel - http://purl.obolibrary.org/obo/NCBITaxon_48038, vegetable - http://purl.obolibrary.org/obo/FOODON_00003816.","Absolutely, the entities are related in this fashion: carrot - http://purl.obolibrary.org/obo/NCBITaxon_4039;http://purl.obolibrary.org/obo/FOODON_00003408, celery - http://purl.obolibrary.org/obo/NCBITaxon_117781;http://purl.obolibrary.org/obo/FOODON_03301727, fennel - http://purl.obolibrary.org/obo/NCBITaxon_3871;http://purl.obolibrary.org/obo/FOODON_00003044, apple - http://purl.obolibrary.org/obo/NCBITaxon_3750;http://purl.obolibrary.org/obo/FOODON_00002473, hazelnut - http://purl.obolibrary.org/obo/FOODON_00002933;http://purl.obolibrary.org/obo/FOODON_03301008, vegetable - http://purl.obolibrary.org/obo/FOODON_00003816;http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/NCIT_C45305.", , , ,0.833,0.833,0.833
10_0, , , ,carrot,"http://purl.obolibrary.org/obo/FOODON_00003408
http://purl.obolibrary.org/obo/NCBITaxon_4039","http://purl.obolibrary.org/obo/FOODON_00003408
http://purl.obolibrary.org/obo/NCBITaxon_4039", , , 
10_1, , , ,celery,"http://purl.obolibrary.org/obo/FOODON_03301727
http://purl.obolibrary.org/obo/NCBITaxon_117781","http://purl.obolibrary.org/obo/FOODON_03301727
http://purl.obolibrary.org/obo/NCBITaxon_117781", , , 
10_2, , , ,fennel,http://purl.obolibrary.org/obo/NCBITaxon_48038,"http://purl.obolibrary.org/obo/FOODON_00003044
http://purl.obolibrary.org/obo/NCBITaxon_3871", , , 
10_3, , , ,vegetable,http://purl.obolibrary.org/obo/FOODON_00003816,"http://purl.obolibrary.org/obo/CHEBI_60004
http://purl.obolibrary.org/obo/FOODON_00003816
http://purl.obolibrary.org/obo/NCIT_C45305", , , 
11,"Certainly, the entities connected to food are delineated below:  milk, milk products, dairy products, dairy, consumption","Absolutely, the entities are related appropriately:  milk - http://purl.obolibrary.org/obo/UBERON_0001913, dairy - http://purl.obolibrary.org/obo/ENVO_00003862.","Indeed, the entities are connected in this manner: milk - http://purl.obolibrary.org/obo/UBERON_0001913.", , , ,0.500,0.500,0.500
11_0, , , ,milk,http://purl.obolibrary.org/obo/UBERON_0001913,http://purl.obolibrary.org/obo/UBERON_0001913, , , 
11_1, , , ,dairy,http://purl.obolibrary.org/obo/ENVO_00003862,, , , 
