instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
3_7, , , ,pepper,"AG.01.l.03
AG.01.w","AG.01.l.03
AG.01.w", , , 
3_8, , , ,bread crumbs,AG.01.n.11,AG.01.n.11, , , 
3_9, , , ,cream cheese,"AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18","AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18", , , 
3_10, , , ,parsley,AG.01.h.02.i,AG.01.h.02.i, , , 
3_11, , , ,sauerkraut mixture,AG.01.af,AG.01, , , 
3_12, , , ,oil,AG.01.f,AG.01.f, , , 
3_13, , , ,flour,"AG.01.j
AG.01.k","AG.01.j
AG.01.k", , , 
3_14, , , ,egg,AG.01.g,AG.01.g, , , 
3_15, , , ,milk,AG.01.e,AG.01.e, , , 
3_16, , , ,floured balls,AG.01,AG.01.m, , , 
3_17, , , ,egg mixture,"AG.01.af
AG.01.g",AG.01.g, , , 
4,"Yes, the entities pertaining to food are outlined below:  sugar, ranch dressing mix, bacon slices, bacon slice, chicken, bacon-wrapped chicken pieces, sugar-ranch dressing mixture, bacon wraps, bacon, crust","Absolutely, the entities are associated as:  sugar -  AG.01.l.02 [Sweetener (syrup/honey/chocolate)], ranch dressing mix -  AG.01.m [Substances for food preparation], bacon slices -  AG.01.d.05 [Pork];AG.01.t.08 [Equipment for food preparation], bacon slice -  AG.01.d.05 [Pork];AG.01.t.08 [Equipment for food preparation], chicken -  AG.01.d.06 [Fowls], bacon-wrapped chicken pieces -  AG.01.d.06 [Fowls];AG.01.n.11 [Bread], sugar-ranch dressing mixture -  AG.01.m [Substances for food preparation]; AG.01.l.02 [Sweetener (syrup/honey/chocolate)], bacon wraps -  AG.01.d.05 [Pork], bacon -  AG.01.d.05 [Pork], crust -  AG.01.n.11 [Bread];AG.01.n.15 [Pastry].","Certainly, the entities are associated correspondingly: sugar - AG.01.l.02 [Sweetener (syrup/honey/chocolate)], ranch dressing mix - AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes], bacon - AG.01.d.05 [Pork], sugar-ranch dressing mixture - AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes], bacon-wrapped chicken - AG.01.d.06 [Fowls];AG.01.d.05 [Pork];AG.01.n.11 [Bread], chicken - AG.01.d.06 [Fowls], bacon wraps - AG.01.d.05 [Pork];AG.01.n.11 [Bread].", , , ,0.667,0.333,0.444
4_0, , , ,sugar,AG.01.l.02,AG.01.l.02, , , 
4_1, , , ,ranch dressing mix,AG.01.m,"AG.01.m
AG.01.n.09", , , 
4_2, , , ,bacon slices,"AG.01.d.05
AG.01.t.08",, , , 
4_3, , , ,bacon slice,"AG.01.d.05
AG.01.t.08",, , , 
4_4, , , ,chicken,AG.01.d.06,AG.01.d.06, , , 
4_5, , , ,bacon-wrapped chicken pieces,"AG.01.d.06
AG.01.n.11",, , , 
4_6, , , ,sugar-ranch dressing mixture,"AG.01.l.02
AG.01.m",, , , 
4_7, , , ,bacon wraps,AG.01.d.05,"AG.01.d.05
AG.01.n.11", , , 
4_8, , , ,bacon,AG.01.d.05,AG.01.d.05, , , 
4_9, , , ,crust,"AG.01.n.11
AG.01.n.15",, , , 
5,"Indeed, the entities that relate to food are delineated below:  cauliflower, Italian dressing, mayonnaise, bacon bits, cheese","Definitely, the entities are linked in this fashion:  cauliflower -  AG.01.h.02.d [Cabbage/kale], Italian dressing -  AG.01.l.04 [Sauce/dressing], mayonnaise -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], bacon bits -  AG.01.d.05 [Pork], cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve].","Indeed, the entities are connected in the following way: cauliflower - AG.01.h.02.d [Cabbage/kale], Italian dressing - AG.01.h [Fruit and vegetables];AG.01.n.09 [Prepared vegetables and dishes], mayonnaise - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], bacon bits - AG.01.d.05 [Pork], cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve].", , , ,1.000,0.857,0.905
5_0, , , ,cauliflower,AG.01.h.02.d,AG.01.h.02.d, , , 
5_1, , , ,italian dressing,AG.01.l.04,"AG.01.h
AG.01.n.09", , , 
5_2, , , ,mayonnaise,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
5_3, , , ,bacon bits,AG.01.d.05,AG.01.d.05, , , 
5_4, , , ,cheese,"AG.01.e.02
AG.01.n.18","AG.01.e.02
AG.01.n.18", , , 
6,"Yes, the entities pertaining to food are delineated below:  unpopped popcorn, oil, coated corn, salt","Definitely, the entities are bonded together as:  unpopped popcorn -  AG.01 [Food], oil -  AG.01.f [Fat/oil], coated corn -  AG.01.i [Corn/cereals/grain], salt -  AG.01.l.01 [Salt];AG.01.w [Setting table].","Of course, the entities are bonded in this manner: popcorn - AG.01.n.12, oil - AG.01.f, salt - AG.01.l.01, corn - AG.01.i, ingredients - AG.01, steam - AG.01.", , , ,0.000,0.000,0.000
6_0, , , ,unpopped popcorn,AG.01,, , , 
6_1, , , ,oil,AG.01.f,, , , 
6_2, , , ,coated corn,AG.01.i,, , , 
6_3, , , ,salt,"AG.01.l.01
AG.01.w",, , , 
7,"Indeed, the entities that relate to food are outlined as follows:  eggs, water, cold water, brine, vinegar, sugar, salt, onion rings, pickling spice","Indeed, the entities are fused as:  eggs -  AG.01.g [Eggs], water -  AG.01.z [Water], cold water -  AG.01.z [Water], brine -  AG.01 [Food], vinegar -  AG.01.ae.01 [Wine-making];AG.01.l [Additive], sugar -  AG.01.l.02 [Sweetener (syrup/honey/chocolate)], salt -  AG.01.l.01 [Salt];AG.01.w [Setting table], onion rings -  AG.01.h.02.e [Onion/leek/garlic], pickling spice -  AG.01.l.03 [Spice].","Definitely, the entities are linked as such: eggs - AG.01.g [Eggs], water - AG.01.z [Water], vinegar - AG.01.ae.01 [Wine-making];AG.01.l [Additive], sugar - AG.01.l.02 [Sweetener (syrup/honey/chocolate)], salt - AG.01.l.01 [Salt];AG.01.w [Setting table], brine - AG.01 [Food], onion rings - AG.01.h.02.e [Onion/leek/garlic], pickling spice - AG.01.l [Additive];AG.01.t.05 [Preparation for table/cooking], eggs whole - AG.01.g [Eggs], pickling spice - AG.01.l [Additive];AG.01.t.05 [Preparation for table/cooking], brine - AG.01 [Food], eggs to fill jar - AG.01.g [Eggs].", , , ,0.864,0.818,0.818
7_0, , , ,eggs,AG.01.g,AG.01.g, , , 
7_1, , , ,water,AG.01.z,AG.01.z, , , 
7_2, , , ,cold water,AG.01.z,, , , 
7_3, , , ,brine,AG.01,AG.01, , , 
7_4, , , ,vinegar,"AG.01.ae.01
AG.01.l","AG.01.ae.01
AG.01.l", , , 
7_5, , , ,sugar,AG.01.l.02,AG.01.l.02, , , 
7_6, , , ,salt,"AG.01.l.01
AG.01.w","AG.01.l.01
AG.01.w", , , 
7_7, , , ,onion rings,AG.01.h.02.e,AG.01.h.02.e, , , 
7_8, , , ,pickling spice,AG.01.l.03,"AG.01.l
AG.01.t.05", , , 
8,"Definitely, the entities relevant to food are as follows:  vegetable oil, popcorn, unpopped kernels, chopped peanuts, brown sugar, corn syrup, lime juice, fish sauce, sambal oelek, lime zest, baking soda, brown sugar mixture, cilantro","Absolutely, the entities are related accordingly:  vegetable oil -  AG.01.f [Fat/oil], popcorn -  AG.01 [Food], unpopped kernels -  AF.10.h [Reproductive product - fruit, nut], chopped peanuts -  AG.01.h.01.f [Nut], brown sugar -  AG.01 [Food], corn syrup -  AG.01.i [Corn/cereals/grain];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], lime juice -  AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], fish sauce -  AG.01.d.07 [Seafood];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing], sambal oelek -  AG.01 [Food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing], lime zest -  AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l [Additive], baking soda -  AG.01.aa [Aerated/carbonated drink];AG.01.m [Substances for food preparation], brown sugar mixture -  AG.01.l.02 [Sweetener (syrup/honey/chocolate)], cilantro -  AG.01 [Food].","Certainly, the entities are associated in this fashion: vegetable oil - AG.01.f [Fat/oil], popcorn - AG.01.n.11 [Bread];AG.01.n.12 [Pulse], chopped peanuts - AG.01.h.01.f [Nut], brown sugar - AG.01 [Food], corn syrup - AG.01.i [Corn/cereals/grain];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], lime juice - AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], fish sauce - AG.01.d.07 [Seafood];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing], sambal oelek - AG.01 [Food], lime zest - AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l [Additive], baking soda - AG.01.m [Substances for food preparation], brown sugar mixture - AG.01 [Food], cilantro - AG.01 [Food].", , , ,0.870,0.739,0.786
8_0, , , ,vegetable oil,AG.01.f,AG.01.f, , , 
8_1, , , ,popcorn,AG.01,"AG.01.n.11
AG.01.n.12", , , 
8_2, , , ,unpopped kernels,AF.10.h,, , , 
8_3, , , ,chopped peanuts,AG.01.h.01.f,AG.01.h.01.f, , , 
8_4, , , ,brown sugar,AG.01,AG.01, , , 
8_5, , , ,corn syrup,"AG.01.i
AG.01.l.02","AG.01.i
AG.01.l.02", , , 
8_6, , , ,lime juice,"AG.01.ab
AG.01.h.01.a
AG.01.l.02","AG.01.ab
AG.01.h.01.a
AG.01.l.02", , , 
8_7, , , ,fish sauce,"AG.01.d.07
AG.01.h
AG.01.l.04","AG.01.d.07
AG.01.h
AG.01.l.04", , , 
8_8, , , ,sambal oelek,"AG.01
AG.01.h
AG.01.l.04",AG.01, , , 
8_9, , , ,lime zest,"AG.01.ab
AG.01.h.01.a
AG.01.l","AG.01.ab
AG.01.h.01.a
AG.01.l", , , 
8_10, , , ,baking soda,"AG.01.aa
AG.01.m",AG.01.m, , , 
8_11, , , ,brown sugar mixture,AG.01.l.02,AG.01, , , 
8_12, , , ,cilantro,AG.01,AG.01, , , 
9,"Absolutely, the entities that pertain to food are delineated below:  bread, Romano cheese, garlic, cream cheese, cheese mixture, sliced French bread, cheese","Absolutely, the entities are related as such:  bread -  AG.01.n.11 [Bread], Romano cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], garlic -  AG.01.h.02.e [Onion/leek/garlic], cream cheese -  AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], cheese mixture -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], sliced French bread -  AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking], cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve].","Absolutely, the entities are related in this way: bread - AG.01.n.11 [Bread], Romano cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], garlic - AG.01.h.02.e [Onion/leek/garlic], cream cheese - AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], sliced French bread - AG.01.t.08 [Equipment for food preparation];AG.01.n.11 [Bread].", , , ,0.929,0.643,0.738
9_0, , , ,bread,AG.01.n.11,AG.01.n.11, , , 
9_1, , , ,romano cheese,"AG.01.e.02
AG.01.n.18","AG.01.e.02
AG.01.n.18", , , 
9_2, , , ,garlic,AG.01.h.02.e,AG.01.h.02.e, , , 
9_3, , , ,cream cheese,"AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18","AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18", , , 
9_4, , , ,cheese mixture,"AG.01.e.02
AG.01.n.18",, , , 
9_5, , , ,sliced french bread,"AG.01.n.11
AG.01.t.05","AG.01.n.11
AG.01.t.08", , , 
9_6, , , ,cheese,"AG.01.e.02
AG.01.n.18",, , , 
10,"Sure thing, the entities regarding food are detailed below:  mayonnaise, garlic, lemon juice, basil, Worcestershire sauce","Indeed, the entities are connected as such:  mayonnaise -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], garlic -  AG.01.h.02.e [Onion/leek/garlic], lemon juice -  AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], basil -  AF.12 [Particular plants/herbs/shrubs];AF.20.e [Particular vegetables], Worcestershire sauce -  AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing].","Absolutely, the entities are related in this way: mayonnaise - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], garlic - AG.01.h.02.e [Onion/leek/garlic], lemon juice - AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], basil - AF.12 [Particular plants/herbs/shrubs];AF.20.e [Particular vegetables], Worcestershire sauce - AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing].", , , ,1.000,1.000,1.000
10_0, , , ,mayonnaise,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
10_1, , , ,garlic,AG.01.h.02.e,AG.01.h.02.e, , , 
10_2, , , ,lemon juice,"AG.01.ab
AG.01.h.01.a
AG.01.l.02","AG.01.ab
AG.01.h.01.a
AG.01.l.02", , , 
10_3, , , ,basil,"AF.12
AF.20.e","AF.12
AF.20.e", , , 
10_4, , , ,worcestershire sauce,"AG.01.h
AG.01.l.04","AG.01.h
AG.01.l.04", , , 
11,"Indeed, the entities that relate to food are detailed below:  dough, pepperoni, mozzarella cheese, cheese, bread, olive oil","Of course, the entities are tied together as:  dough -  AG.01.n.11 [Bread], pepperoni -  AG.01 [Food], mozzarella cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], bread -  AG.01.n.11 [Bread], olive oil -  AG.01.f [Fat/oil].","Of course, the entities are bonded accordingly: dough - AG.01.n.11 [Bread], pepperoni - AG.01 [Food], mozzarella cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], pepperoni - AG.01 [Food], cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], bread - AG.01.n.11 [Bread], olive oil - AG.01.f [Fat/oil].", , , ,1.000,1.000,1.000
11_0, , , ,dough,AG.01.n.11,AG.01.n.11, , , 
11_1, , , ,pepperoni,AG.01,AG.01, , , 
11_2, , , ,mozzarella cheese,"AG.01.e.02
AG.01.n.18","AG.01.e.02
AG.01.n.18", , , 
11_3, , , ,cheese,"AG.01.e.02
AG.01.n.18","AG.01.e.02
AG.01.n.18", , , 
11_4, , , ,bread,AG.01.n.11,AG.01.n.11, , , 
11_5, , , ,olive oil,AG.01.f,AG.01.f, , , 
12,"Sure thing, the entities regarding food are detailed below:  cream cheese, sour cream, mayonnaise, ranch dressing mix, green onions, jalapeno","Certainly, the entities are associated appropriately:  cream cheese -  AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], sour cream -  AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food], mayonnaise -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], ranch dressing mix -  AG.01.m [Substances for food preparation], green onions -  AG.01.h.02.e [Onion/leek/garlic], jalapeno -  AG.01 [Food].","Definitely, the entities are linked as such: cream cheese - AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], sour cream - AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food], mayonnaise - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], ranch dressing mix - AG.01.m [Substances for food preparation], green onions - AG.01.h.02.e [Onion/leek/garlic], jalapeno - AG.01 [Food].", , , ,1.000,1.000,1.000
12_0, , , ,cream cheese,"AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18","AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18", , , 
12_1, , , ,sour cream,"AG.01.e
AG.01.n","AG.01.e
AG.01.n", , , 
12_2, , , ,mayonnaise,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
12_3, , , ,ranch dressing mix,AG.01.m,AG.01.m, , , 
12_4, , , ,green onions,AG.01.h.02.e,AG.01.h.02.e, , , 
12_5, , , ,jalapeno,AG.01,AG.01, , , 
13,"Indeed, the entities that relate to food are delineated below:  breadcrumbs, crab, shrimp, green onions, celery, mayonnaise, Worcestershire sauce, parsley, seafood shells, stuffed shells, bread crumbs","Definitely, the entities are bonded together as:  breadcrumbs -  AG.01 [Food], crab -  AG.01.d.07 [Seafood], shrimp -  AG.01.d.07 [Seafood], green onions -  AG.01.h.02.e [Onion/leek/garlic], celery -  AG.01.h.02.b [Stalk vegetables], mayonnaise -  AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], Worcestershire sauce -  AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing], parsley -  AG.01.h.02.i [Herb], seafood shells -  AG.01.o [Animal food], stuffed shells -  AG.01.o [Animal food], bread crumbs -  AG.01.n.11 [Bread].","Of course, the entities are bonded accordingly: breadcrumbs - AG.01 [Food], crab - AG.01.d.07 [Seafood], shrimp - AG.01.d.07 [Seafood], green onions - AG.01.h.02.e [Onion/leek/garlic], celery - AG.01.h.02.b [Stalk vegetables], mayonnaise - AG.01.l.04 [Sauce/dressing];AG.01.n.01 [Food by way of preparation], Worcestershire sauce - AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing], parsley - AG.01.h.02.i [Herb], seafood shells - AG.01.d.07 [Seafood], ramekins - AG.01 [Food], stuffed shells - AG.01 [Food], bread crumbs - AG.01.n.11 [Bread].", , , ,0.756,0.846,0.790
13_0, , , ,breadcrumbs,AG.01,AG.01, , , 
13_1, , , ,crab,AG.01.d.07,AG.01.d.07, , , 
13_2, , , ,shrimp,AG.01.d.07,AG.01.d.07, , , 
13_3, , , ,green onions,AG.01.h.02.e,AG.01.h.02.e, , , 
13_4, , , ,celery,AG.01.h.02.b,AG.01.h.02.b, , , 
13_5, , , ,mayonnaise,"AG.01.l.04
AG.01.n.01","AG.01.l.04
AG.01.n.01", , , 
