instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
1_1, , , ,salt,"http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710","http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710", , , 
1_2, , , ,garbanzo,http://purl.obolibrary.org/obo/NCBITaxon_3827,, , , 
1_3, , , ,tahini,http://purl.obolibrary.org/obo/FOODON_00003855,, , , 
1_4, , , ,lemon juice,"http://purl.obolibrary.org/obo/FOODON_03301441
http://purl.obolibrary.org/obo/FOODON_03305428
http://purl.obolibrary.org/obo/FOODON_03315552
http://purl.obolibrary.org/obo/NCBITaxon_2708","http://purl.obolibrary.org/obo/FOODON_03301441
http://purl.obolibrary.org/obo/FOODON_03305428
http://purl.obolibrary.org/obo/FOODON_03315552
http://purl.obolibrary.org/obo/NCBITaxon_2708", , , 
1_5, , , ,honey,http://purl.obolibrary.org/obo/UBERON_0036016,http://purl.obolibrary.org/obo/UBERON_0036016, , , 
1_6, , , ,water,"http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340","http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340", , , 
1_7, , , ,olive oil,"http://purl.obolibrary.org/obo/FOODON_03301826
http://purl.obolibrary.org/obo/FOODON_03310387
http://purl.obolibrary.org/obo/FOODON_03315145
http://purl.obolibrary.org/obo/FOODON_03317509","http://purl.obolibrary.org/obo/FOODON_03301826
http://purl.obolibrary.org/obo/FOODON_03310387
http://purl.obolibrary.org/obo/FOODON_03315145
http://purl.obolibrary.org/obo/FOODON_03317509", , , 
1_8, , , ,rosemary,"http://purl.obolibrary.org/obo/FOODON_00002212
http://purl.obolibrary.org/obo/NCBITaxon_39367","http://purl.obolibrary.org/obo/FOODON_00002212
http://purl.obolibrary.org/obo/NCBITaxon_39367", , , 
1_9, , , ,hummus,http://purl.obolibrary.org/obo/FOODON_00003049,, , , 
2,"Certainly, the entities connected with food are delineated below:  beet juice, brown sugar, vinegar, water, salt, cloves, cinnamon stick, beets, liquid mixture, hard cooked eggs, shells, liquid, eggs","Definitely, the entities are joined as:  beet juice - http://purl.obolibrary.org/obo/FOODON_03302034;http://purl.obolibrary.org/obo/FOODON_03317254;http://purl.obolibrary.org/obo/NCBITaxon_161934;http://purl.obolibrary.org/obo/FOODON_03306696;http://purl.obolibrary.org/obo/FOODON_03315552, brown sugar - http://purl.obolibrary.org/obo/FOODON_03420156;http://purl.obolibrary.org/obo/PATO_0000952;http://purl.obolibrary.org/obo/FOODON_03420108, vinegar - http://purl.obolibrary.org/obo/FOODON_03301705, water - http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, cloves - http://purl.obolibrary.org/obo/FOODON_00001745, cinnamon stick - http://purl.obolibrary.org/obo/FOODON_03301224;http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175, liquid - http://purl.obolibrary.org/obo/FOODON_03412974;http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/NCIT_C45305, hard - http://purl.obolibrary.org/obo/PATO_0000386;http://purl.obolibrary.org/obo/FOODON_00001181.","Of course, the entities are bonded correspondingly: juice - http://purl.obolibrary.org/obo/FOODON_03315552, brown sugar - http://purl.obolibrary.org/obo/FOODON_03420156;http://purl.obolibrary.org/obo/PATO_0000952;http://purl.obolibrary.org/obo/FOODON_03420108, vinegar - http://purl.obolibrary.org/obo/FOODON_03301705, water - http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, cloves - http://purl.obolibrary.org/obo/FOODON_00001745, cinnamon stick - http://purl.obolibrary.org/obo/FOODON_03301224;http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175, liquid - http://purl.obolibrary.org/obo/FOODON_03412974, hard - http://purl.obolibrary.org/obo/PATO_0000386;http://purl.obolibrary.org/obo/FOODON_00001181.", , , ,0.682,0.682,0.682
2_0, , , ,beet juice,"http://purl.obolibrary.org/obo/FOODON_03302034
http://purl.obolibrary.org/obo/FOODON_03306696
http://purl.obolibrary.org/obo/FOODON_03315552
http://purl.obolibrary.org/obo/FOODON_03317254
http://purl.obolibrary.org/obo/NCBITaxon_161934",, , , 
2_1, , , ,brown sugar,"http://purl.obolibrary.org/obo/FOODON_03420108
http://purl.obolibrary.org/obo/FOODON_03420156
http://purl.obolibrary.org/obo/PATO_0000952","http://purl.obolibrary.org/obo/FOODON_03420108
http://purl.obolibrary.org/obo/FOODON_03420156
http://purl.obolibrary.org/obo/PATO_0000952", , , 
2_2, , , ,vinegar,http://purl.obolibrary.org/obo/FOODON_03301705,http://purl.obolibrary.org/obo/FOODON_03301705, , , 
2_3, , , ,water,"http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340","http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340", , , 
2_4, , , ,salt,"http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710","http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710", , , 
2_5, , , ,cloves,http://purl.obolibrary.org/obo/FOODON_00001745,http://purl.obolibrary.org/obo/FOODON_00001745, , , 
2_6, , , ,cinnamon stick,"http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/FOODON_03301224
http://purl.obolibrary.org/obo/NCBITaxon_128608","http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/FOODON_03301224
http://purl.obolibrary.org/obo/NCBITaxon_128608", , , 
2_7, , , ,liquid,"http://purl.obolibrary.org/obo/CHEBI_60004
http://purl.obolibrary.org/obo/FOODON_03412974
http://purl.obolibrary.org/obo/NCIT_C45305",http://purl.obolibrary.org/obo/FOODON_03412974, , , 
2_8, , , ,hard,"http://purl.obolibrary.org/obo/FOODON_00001181
http://purl.obolibrary.org/obo/PATO_0000386","http://purl.obolibrary.org/obo/FOODON_00001181
http://purl.obolibrary.org/obo/PATO_0000386", , , 
3,"Absolutely, the entities that pertain to food are:  sausage, tortilla chips, pepperoni, mozzarella cheese, banana peppers, nachos, cheese, pizza sauce","Absolutely, the entities are related suitably:  sausage - http://purl.obolibrary.org/obo/FOODON_03315904, tortilla - http://purl.obolibrary.org/obo/FOODON_03307668, pepperoni - http://purl.obolibrary.org/obo/FOODON_03311003, mozzarella cheese - http://purl.obolibrary.org/obo/FOODON_03303578;http://purl.obolibrary.org/obo/FOODON_00001013, banana - http://purl.obolibrary.org/obo/NCBITaxon_4641;http://purl.obolibrary.org/obo/FOODON_03316257;http://purl.obolibrary.org/obo/FOODON_03311513;http://purl.obolibrary.org/obo/NCBITaxon_4071, nachos - http://purl.obolibrary.org/obo/FOODON_00002533, cheese - http://purl.obolibrary.org/obo/FOODON_00001013, pizza sauce - http://purl.obolibrary.org/obo/FOODON_03306786;http://purl.obolibrary.org/obo/FOODON_00003928;http://purl.obolibrary.org/obo/FOODON_03311146.","Certainly, the entities are associated in this manner: sausage - http://purl.obolibrary.org/obo/FOODON_03315904, tortilla - http://purl.obolibrary.org/obo/FOODON_03307668, pepperoni - http://purl.obolibrary.org/obo/FOODON_03311003, mozzarella cheese - http://purl.obolibrary.org/obo/FOODON_03303578;http://purl.obolibrary.org/obo/FOODON_00001013, banana - http://purl.obolibrary.org/obo/NCBITaxon_4641;http://purl.obolibrary.org/obo/FOODON_03316257;http://purl.obolibrary.org/obo/FOODON_03311513, cheese - http://purl.obolibrary.org/obo/FOODON_00001013, pizza sauce - http://purl.obolibrary.org/obo/FOODON_03306786;http://purl.obolibrary.org/obo/FOODON_00003928;http://purl.obolibrary.org/obo/FOODON_03311146.", , , ,0.857,0.857,0.857
3_0, , , ,sausage,http://purl.obolibrary.org/obo/FOODON_03315904,http://purl.obolibrary.org/obo/FOODON_03315904, , , 
3_1, , , ,tortilla,http://purl.obolibrary.org/obo/FOODON_03307668,http://purl.obolibrary.org/obo/FOODON_03307668, , , 
3_2, , , ,pepperoni,http://purl.obolibrary.org/obo/FOODON_03311003,http://purl.obolibrary.org/obo/FOODON_03311003, , , 
3_3, , , ,mozzarella cheese,"http://purl.obolibrary.org/obo/FOODON_00001013
http://purl.obolibrary.org/obo/FOODON_03303578","http://purl.obolibrary.org/obo/FOODON_00001013
http://purl.obolibrary.org/obo/FOODON_03303578", , , 
3_4, , , ,banana,"http://purl.obolibrary.org/obo/FOODON_03311513
http://purl.obolibrary.org/obo/FOODON_03316257
http://purl.obolibrary.org/obo/NCBITaxon_4071
http://purl.obolibrary.org/obo/NCBITaxon_4641","http://purl.obolibrary.org/obo/FOODON_03311513
http://purl.obolibrary.org/obo/FOODON_03316257
http://purl.obolibrary.org/obo/NCBITaxon_4641", , , 
3_5, , , ,nachos,http://purl.obolibrary.org/obo/FOODON_00002533,, , , 
3_6, , , ,cheese,http://purl.obolibrary.org/obo/FOODON_00001013,http://purl.obolibrary.org/obo/FOODON_00001013, , , 
3_7, , , ,pizza sauce,"http://purl.obolibrary.org/obo/FOODON_00003928
http://purl.obolibrary.org/obo/FOODON_03306786
http://purl.obolibrary.org/obo/FOODON_03311146","http://purl.obolibrary.org/obo/FOODON_00003928
http://purl.obolibrary.org/obo/FOODON_03306786
http://purl.obolibrary.org/obo/FOODON_03311146", , , 
4,"Yes, the entities related to food are outlined below:  salted water, spaghetti, boiling water, olive oil, cooking spray, cooled spaghetti, Parmesan cheese, noodles, meatballs, pasta sauce, meatball, pasta, cheese","Indeed, the entities are connected accordingly:  salted - http://purl.obolibrary.org/obo/FOODON_03460173;http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, spaghetti - http://purl.obolibrary.org/obo/FOODON_03301005, water - http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, olive oil - http://purl.obolibrary.org/obo/FOODON_03301826;http://purl.obolibrary.org/obo/FOODON_03317509;http://purl.obolibrary.org/obo/FOODON_03315145;http://purl.obolibrary.org/obo/FOODON_03310387, parmesan cheese - http://purl.obolibrary.org/obo/FOODON_00003247;http://purl.obolibrary.org/obo/FOODON_00003247;http://purl.obolibrary.org/obo/FOODON_00001013, pasta - http://purl.obolibrary.org/obo/FOODON_03306347;http://purl.obolibrary.org/obo/FOODON_03311146, meatball - http://purl.obolibrary.org/obo/FOODON_03317284, cheese - http://purl.obolibrary.org/obo/FOODON_00001013.","Absolutely, the entities are related in the following way: salted - http://purl.obolibrary.org/obo/FOODON_03460173;http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, spaghetti - http://purl.obolibrary.org/obo/FOODON_03301005, olive oil - http://purl.obolibrary.org/obo/FOODON_03301826;http://purl.obolibrary.org/obo/FOODON_03317509;http://purl.obolibrary.org/obo/FOODON_03315145;http://purl.obolibrary.org/obo/FOODON_03310387, cooled - http://purl.obolibrary.org/obo/FOODON_00002642;http://purl.obolibrary.org/obo/FOODON_03311552, parmesan cheese - http://purl.obolibrary.org/obo/FOODON_00003247;http://purl.obolibrary.org/obo/FOODON_00003247;http://purl.obolibrary.org/obo/FOODON_00001013, meatball - http://purl.obolibrary.org/obo/FOODON_03317284, pasta - http://purl.obolibrary.org/obo/FOODON_03306347, sauce - http://purl.obolibrary.org/obo/FOODON_03311146, cheese - http://purl.obolibrary.org/obo/FOODON_00001013.", , , ,0.938,0.812,0.854
4_0, , , ,salted,"http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340
http://purl.obolibrary.org/obo/FOODON_03460173","http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340
http://purl.obolibrary.org/obo/FOODON_03460173", , , 
4_1, , , ,spaghetti,http://purl.obolibrary.org/obo/FOODON_03301005,http://purl.obolibrary.org/obo/FOODON_03301005, , , 
4_2, , , ,water,"http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340",, , , 
4_3, , , ,olive oil,"http://purl.obolibrary.org/obo/FOODON_03301826
http://purl.obolibrary.org/obo/FOODON_03310387
http://purl.obolibrary.org/obo/FOODON_03315145
http://purl.obolibrary.org/obo/FOODON_03317509","http://purl.obolibrary.org/obo/FOODON_03301826
http://purl.obolibrary.org/obo/FOODON_03310387
http://purl.obolibrary.org/obo/FOODON_03315145
http://purl.obolibrary.org/obo/FOODON_03317509", , , 
4_4, , , ,parmesan cheese,"http://purl.obolibrary.org/obo/FOODON_00001013
http://purl.obolibrary.org/obo/FOODON_00003247
http://purl.obolibrary.org/obo/FOODON_00003247","http://purl.obolibrary.org/obo/FOODON_00001013
http://purl.obolibrary.org/obo/FOODON_00003247
http://purl.obolibrary.org/obo/FOODON_00003247", , , 
4_5, , , ,pasta,"http://purl.obolibrary.org/obo/FOODON_03306347
http://purl.obolibrary.org/obo/FOODON_03311146",http://purl.obolibrary.org/obo/FOODON_03306347, , , 
4_6, , , ,meatball,http://purl.obolibrary.org/obo/FOODON_03317284,http://purl.obolibrary.org/obo/FOODON_03317284, , , 
4_7, , , ,cheese,http://purl.obolibrary.org/obo/FOODON_00001013,http://purl.obolibrary.org/obo/FOODON_00001013, , , 
5,"Of course, the entities associated with food are listed below:  nut, shell, nuts, butter, chestnuts, salt, cinnamon","Absolutely, the entities are bonded as:  nut - http://purl.obolibrary.org/obo/FOODON_03303171, nuts - http://purl.obolibrary.org/obo/FOODON_03306632, butter - http://purl.obolibrary.org/obo/FOODON_03310351, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, cinnamon - http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175.","Indeed, the entities are connected accordingly: nut - http://purl.obolibrary.org/obo/FOODON_03303171, nuts - http://purl.obolibrary.org/obo/FOODON_03306632, butter - http://purl.obolibrary.org/obo/FOODON_03310351, chestnut - http://purl.obolibrary.org/obo/FOODON_03310978;http://purl.obolibrary.org/obo/FOODON_00003563;http://purl.obolibrary.org/obo/NCBITaxon_16718, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, cinnamon - http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175.", , , ,1.000,1.000,1.000
5_0, , , ,nut,http://purl.obolibrary.org/obo/FOODON_03303171,http://purl.obolibrary.org/obo/FOODON_03303171, , , 
5_1, , , ,nuts,http://purl.obolibrary.org/obo/FOODON_03306632,http://purl.obolibrary.org/obo/FOODON_03306632, , , 
5_2, , , ,butter,http://purl.obolibrary.org/obo/FOODON_03310351,http://purl.obolibrary.org/obo/FOODON_03310351, , , 
5_3, , , ,salt,"http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710","http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710", , , 
5_4, , , ,cinnamon,"http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/NCBITaxon_128608","http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/NCBITaxon_128608", , , 
6,"Certainly, the entities connected with food are as follows:  butter, flour, onion, flour-butter mixture, black olives, lemon juice, oil, paprika, black pepper, salt, onion mixture, chicken, tortillas, chicken mixture, tortilla, filling, rolled tortillas, hot oil, fried tortillas","Indeed, the entities are connected accordingly:  butter - http://purl.obolibrary.org/obo/FOODON_03310351, flour - http://purl.obolibrary.org/obo/FOODON_03301116, onion - http://purl.obolibrary.org/obo/FOODON_03301704;http://purl.obolibrary.org/obo/NCBITaxon_4679, black - http://purl.obolibrary.org/obo/PATO_0000317, lemon juice - http://purl.obolibrary.org/obo/FOODON_03305428;http://purl.obolibrary.org/obo/NCBITaxon_2708;http://purl.obolibrary.org/obo/FOODON_03301441;http://purl.obolibrary.org/obo/FOODON_03315552, oil - http://purl.obolibrary.org/obo/FOODON_03310387, paprika - http://purl.obolibrary.org/obo/FOODON_03301105, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, chicken - http://purl.obolibrary.org/obo/NCBITaxon_9031;http://purl.obolibrary.org/obo/FOODON_03411457, tortilla - http://purl.obolibrary.org/obo/FOODON_03307668, fried - http://purl.obolibrary.org/obo/FOODON_00002660.","Indeed, the entities are connected in this fashion: butter - http://purl.obolibrary.org/obo/FOODON_03310351, flour - http://purl.obolibrary.org/obo/FOODON_03301116, onion - http://purl.obolibrary.org/obo/FOODON_03301704;http://purl.obolibrary.org/obo/NCBITaxon_4679, lemon juice - http://purl.obolibrary.org/obo/FOODON_03305428;http://purl.obolibrary.org/obo/NCBITaxon_2708;http://purl.obolibrary.org/obo/FOODON_03301441;http://purl.obolibrary.org/obo/FOODON_03315552, oil - http://purl.obolibrary.org/obo/FOODON_03310387, paprika - http://purl.obolibrary.org/obo/FOODON_03301105, black - http://purl.obolibrary.org/obo/PATO_0000317;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, chicken - http://purl.obolibrary.org/obo/NCBITaxon_9031;http://purl.obolibrary.org/obo/FOODON_03411457, tortilla - http://purl.obolibrary.org/obo/FOODON_03307668, filling - http://purl.obolibrary.org/obo/FOODON_00002644, hot - http://purl.obolibrary.org/obo/FOODON_00002642;http://purl.obolibrary.org/obo/NCBITaxon_4071.", , , ,0.941,0.941,0.941
6_0, , , ,butter,http://purl.obolibrary.org/obo/FOODON_03310351,http://purl.obolibrary.org/obo/FOODON_03310351, , , 
6_1, , , ,flour,http://purl.obolibrary.org/obo/FOODON_03301116,http://purl.obolibrary.org/obo/FOODON_03301116, , , 
6_2, , , ,onion,"http://purl.obolibrary.org/obo/FOODON_03301704
http://purl.obolibrary.org/obo/NCBITaxon_4679","http://purl.obolibrary.org/obo/FOODON_03301704
http://purl.obolibrary.org/obo/NCBITaxon_4679", , , 
6_3, , , ,black,http://purl.obolibrary.org/obo/PATO_0000317,"http://purl.obolibrary.org/obo/FOODON_00001649
http://purl.obolibrary.org/obo/FOODON_00003013
http://purl.obolibrary.org/obo/FOODON_00003520
http://purl.obolibrary.org/obo/FOODON_03309928
http://purl.obolibrary.org/obo/PATO_0000317", , , 
6_4, , , ,lemon juice,"http://purl.obolibrary.org/obo/FOODON_03301441
http://purl.obolibrary.org/obo/FOODON_03305428
http://purl.obolibrary.org/obo/FOODON_03315552
http://purl.obolibrary.org/obo/NCBITaxon_2708","http://purl.obolibrary.org/obo/FOODON_03301441
http://purl.obolibrary.org/obo/FOODON_03305428
http://purl.obolibrary.org/obo/FOODON_03315552
http://purl.obolibrary.org/obo/NCBITaxon_2708", , , 
6_5, , , ,oil,http://purl.obolibrary.org/obo/FOODON_03310387,http://purl.obolibrary.org/obo/FOODON_03310387, , , 
6_6, , , ,paprika,http://purl.obolibrary.org/obo/FOODON_03301105,http://purl.obolibrary.org/obo/FOODON_03301105, , , 
6_7, , , ,salt,"http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710","http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710", , , 
6_8, , , ,chicken,"http://purl.obolibrary.org/obo/FOODON_03411457
http://purl.obolibrary.org/obo/NCBITaxon_9031","http://purl.obolibrary.org/obo/FOODON_03411457
http://purl.obolibrary.org/obo/NCBITaxon_9031", , , 
6_9, , , ,tortilla,http://purl.obolibrary.org/obo/FOODON_03307668,http://purl.obolibrary.org/obo/FOODON_03307668, , , 
6_10, , , ,fried,http://purl.obolibrary.org/obo/FOODON_00002660,, , , 
