instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
2_1, , , ,orange bell pepper,"http://purl.bioontology.org/ontology/SNOMEDCT/1137359008
http://purl.bioontology.org/ontology/SNOMEDCT/227563001
http://purl.bioontology.org/ontology/SNOMEDCT/461791000124103",, , , 
2_2, , , ,jalapeno pepper,"http://purl.bioontology.org/ontology/SNOMEDCT/227563001
http://purl.bioontology.org/ontology/SNOMEDCT/442681000124105","http://purl.bioontology.org/ontology/SNOMEDCT/227563001
http://purl.bioontology.org/ontology/SNOMEDCT/442681000124105", , , 
2_3, , , ,red onion,"http://purl.bioontology.org/ontology/SNOMEDCT/442361000124108
http://purl.bioontology.org/ontology/SNOMEDCT/735047000",, , , 
2_4, , , ,cilantro,http://purl.bioontology.org/ontology/SNOMEDCT/227390009,http://purl.bioontology.org/ontology/SNOMEDCT/227390009, , , 
2_5, , , ,juice,http://purl.bioontology.org/ontology/SNOMEDCT/129559002,http://purl.bioontology.org/ontology/SNOMEDCT/129559002, , , 
2_6, , , ,pepper,http://purl.bioontology.org/ontology/SNOMEDCT/227563001,http://purl.bioontology.org/ontology/SNOMEDCT/227563001, , , 
2_7, , , ,honey,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,http://purl.bioontology.org/ontology/SNOMEDCT/227598003, , , 
3,"Indeed, the entities that relate to food are delineated below:  pork sausage, onion, sausage, sausage mixture, drained sauerkraut, mustard, garlic salt, pepper, bread crumbs, cream cheese, parsley, sauerkraut mixture, oil, flour, egg, milk, floured balls, egg mixture","Of course, the entities are coupled as:  pork sausage - http://purl.bioontology.org/ontology/SNOMEDCT/227025004;http://purl.bioontology.org/ontology/SNOMEDCT/226934003;http://purl.bioontology.org/ontology/SNOMEDCT/227020009, onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, sausage - http://purl.bioontology.org/ontology/SNOMEDCT/227020009, sauerkraut - http://purl.bioontology.org/ontology/SNOMEDCT/442751000124107, mustard - http://purl.bioontology.org/ontology/SNOMEDCT/51905005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, pepper - http://purl.bioontology.org/ontology/SNOMEDCT/227563001, bread - http://purl.bioontology.org/ontology/SNOMEDCT/226559002, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, parsley - http://purl.bioontology.org/ontology/SNOMEDCT/735048005, flour - http://purl.bioontology.org/ontology/SNOMEDCT/63766005, milk - http://purl.bioontology.org/ontology/SNOMEDCT/70813002.","Absolutely, the entities are related in this fashion: pork - http://purl.bioontology.org/ontology/SNOMEDCT/226934003, onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, sausage - http://purl.bioontology.org/ontology/SNOMEDCT/227020009, sauerkraut - http://purl.bioontology.org/ontology/SNOMEDCT/442751000124107, mustard - http://purl.bioontology.org/ontology/SNOMEDCT/51905005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, pepper - http://purl.bioontology.org/ontology/SNOMEDCT/227563001, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, parsley - http://purl.bioontology.org/ontology/SNOMEDCT/735048005, flour - http://purl.bioontology.org/ontology/SNOMEDCT/63766005, milk - http://purl.bioontology.org/ontology/SNOMEDCT/70813002.", , , ,0.812,0.750,0.771
3_0, , , ,pork sausage,"http://purl.bioontology.org/ontology/SNOMEDCT/226934003
http://purl.bioontology.org/ontology/SNOMEDCT/227020009
http://purl.bioontology.org/ontology/SNOMEDCT/227025004",, , , 
3_1, , , ,onion,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,http://purl.bioontology.org/ontology/SNOMEDCT/735047000, , , 
3_2, , , ,sausage,http://purl.bioontology.org/ontology/SNOMEDCT/227020009,http://purl.bioontology.org/ontology/SNOMEDCT/227020009, , , 
3_3, , , ,sauerkraut,http://purl.bioontology.org/ontology/SNOMEDCT/442751000124107,http://purl.bioontology.org/ontology/SNOMEDCT/442751000124107, , , 
3_4, , , ,mustard,http://purl.bioontology.org/ontology/SNOMEDCT/51905005,http://purl.bioontology.org/ontology/SNOMEDCT/51905005, , , 
3_5, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
3_6, , , ,pepper,http://purl.bioontology.org/ontology/SNOMEDCT/227563001,http://purl.bioontology.org/ontology/SNOMEDCT/227563001, , , 
3_7, , , ,bread,http://purl.bioontology.org/ontology/SNOMEDCT/226559002,, , , 
3_8, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
3_9, , , ,parsley,http://purl.bioontology.org/ontology/SNOMEDCT/735048005,http://purl.bioontology.org/ontology/SNOMEDCT/735048005, , , 
3_10, , , ,flour,http://purl.bioontology.org/ontology/SNOMEDCT/63766005,http://purl.bioontology.org/ontology/SNOMEDCT/63766005, , , 
3_11, , , ,milk,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,http://purl.bioontology.org/ontology/SNOMEDCT/70813002, , , 
4,"Yes, the entities pertaining to food are outlined below:  sugar, ranch dressing mix, bacon slices, bacon slice, chicken, bacon-wrapped chicken pieces, sugar-ranch dressing mixture, bacon wraps, bacon, crust","Absolutely, the entities are related in this manner:  bacon - http://purl.bioontology.org/ontology/SNOMEDCT/226928005, chicken - http://purl.bioontology.org/ontology/SNOMEDCT/226955001.","Definitely, the entities are linked in the following way: bacon - http://purl.bioontology.org/ontology/SNOMEDCT/226928005, chicken - http://purl.bioontology.org/ontology/SNOMEDCT/226955001.", , , ,1.000,1.000,1.000
4_0, , , ,bacon,http://purl.bioontology.org/ontology/SNOMEDCT/226928005,http://purl.bioontology.org/ontology/SNOMEDCT/226928005, , , 
4_1, , , ,chicken,http://purl.bioontology.org/ontology/SNOMEDCT/226955001,http://purl.bioontology.org/ontology/SNOMEDCT/226955001, , , 
5,"Indeed, the entities that relate to food are delineated below:  cauliflower, Italian dressing, mayonnaise, bacon bits, cheese","Absolutely, the entities are connected in this way:  cauliflower - http://purl.bioontology.org/ontology/SNOMEDCT/735336002, italian dressing - http://purl.bioontology.org/ontology/SNOMEDCT/443721000124105, mayonnaise - http://purl.bioontology.org/ontology/SNOMEDCT/227549007, bacon - http://purl.bioontology.org/ontology/SNOMEDCT/226928005, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005.","Indeed, the entities are connected in the following way: cauliflower - http://purl.bioontology.org/ontology/SNOMEDCT/735336002, mayonnaise - http://purl.bioontology.org/ontology/SNOMEDCT/227549007, bacon - http://purl.bioontology.org/ontology/SNOMEDCT/226928005, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005.", , , ,0.800,0.800,0.800
5_0, , , ,cauliflower,http://purl.bioontology.org/ontology/SNOMEDCT/735336002,http://purl.bioontology.org/ontology/SNOMEDCT/735336002, , , 
5_1, , , ,italian dressing,http://purl.bioontology.org/ontology/SNOMEDCT/443721000124105,, , , 
5_2, , , ,mayonnaise,http://purl.bioontology.org/ontology/SNOMEDCT/227549007,http://purl.bioontology.org/ontology/SNOMEDCT/227549007, , , 
5_3, , , ,bacon,http://purl.bioontology.org/ontology/SNOMEDCT/226928005,http://purl.bioontology.org/ontology/SNOMEDCT/226928005, , , 
5_4, , , ,cheese,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,http://purl.bioontology.org/ontology/SNOMEDCT/102264005, , , 
6,"Yes, the entities pertaining to food are delineated below:  unpopped popcorn, oil, coated corn, salt","Of course, the entities are linked in this way:  popcorn - http://purl.bioontology.org/ontology/SNOMEDCT/226726003, corn - http://purl.bioontology.org/ontology/SNOMEDCT/412357001.","Certainly, the entities are associated in this fashion: popcorn - http://purl.bioontology.org/ontology/SNOMEDCT/226726003, corn - http://purl.bioontology.org/ontology/SNOMEDCT/412357001.", , , ,1.000,1.000,1.000
6_0, , , ,popcorn,http://purl.bioontology.org/ontology/SNOMEDCT/226726003,http://purl.bioontology.org/ontology/SNOMEDCT/226726003, , , 
6_1, , , ,corn,http://purl.bioontology.org/ontology/SNOMEDCT/412357001,http://purl.bioontology.org/ontology/SNOMEDCT/412357001, , , 
7,"Indeed, the entities that relate to food are outlined as follows:  eggs, water, cold water, brine, vinegar, sugar, salt, onion rings, pickling spice","Absolutely, the entities are related correspondingly:  onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, spice - http://purl.bioontology.org/ontology/SNOMEDCT/24515005.","Indeed, the entities are connected in this fashion: onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, spice - http://purl.bioontology.org/ontology/SNOMEDCT/24515005.", , , ,1.000,1.000,1.000
7_0, , , ,onion,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,http://purl.bioontology.org/ontology/SNOMEDCT/735047000, , , 
7_1, , , ,spice,http://purl.bioontology.org/ontology/SNOMEDCT/24515005,http://purl.bioontology.org/ontology/SNOMEDCT/24515005, , , 
8,"Definitely, the entities relevant to food are as follows:  vegetable oil, popcorn, unpopped kernels, chopped peanuts, brown sugar, corn syrup, lime juice, fish sauce, sambal oelek, lime zest, baking soda, brown sugar mixture, cilantro","Certainly, the entities are interconnected as:  vegetable oil - http://purl.bioontology.org/ontology/SNOMEDCT/412552006;http://purl.bioontology.org/ontology/SNOMEDCT/22836000, popcorn - http://purl.bioontology.org/ontology/SNOMEDCT/226726003, brown sugar - http://purl.bioontology.org/ontology/SNOMEDCT/230055000, corn syrup - http://purl.bioontology.org/ontology/SNOMEDCT/412064009;http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/229862008, juice - http://purl.bioontology.org/ontology/SNOMEDCT/129559002, fish - http://purl.bioontology.org/ontology/SNOMEDCT/735971005;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, cilantro - http://purl.bioontology.org/ontology/SNOMEDCT/227390009.","Of course, the entities are bonded in this manner: vegetable oil - http://purl.bioontology.org/ontology/SNOMEDCT/412552006;http://purl.bioontology.org/ontology/SNOMEDCT/22836000, popcorn - http://purl.bioontology.org/ontology/SNOMEDCT/226726003, brown sugar - http://purl.bioontology.org/ontology/SNOMEDCT/230055000, corn syrup - http://purl.bioontology.org/ontology/SNOMEDCT/412064009;http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/229862008, juice - http://purl.bioontology.org/ontology/SNOMEDCT/129559002, fish - http://purl.bioontology.org/ontology/SNOMEDCT/735971005, sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227519005, cilantro - http://purl.bioontology.org/ontology/SNOMEDCT/227390009.", , , ,0.909,0.909,0.909
8_0, , , ,vegetable oil,"http://purl.bioontology.org/ontology/SNOMEDCT/22836000
http://purl.bioontology.org/ontology/SNOMEDCT/412552006","http://purl.bioontology.org/ontology/SNOMEDCT/22836000
http://purl.bioontology.org/ontology/SNOMEDCT/412552006", , , 
8_1, , , ,popcorn,http://purl.bioontology.org/ontology/SNOMEDCT/226726003,http://purl.bioontology.org/ontology/SNOMEDCT/226726003, , , 
8_2, , , ,brown sugar,http://purl.bioontology.org/ontology/SNOMEDCT/230055000,http://purl.bioontology.org/ontology/SNOMEDCT/230055000, , , 
8_3, , , ,corn syrup,"http://purl.bioontology.org/ontology/SNOMEDCT/229862008
http://purl.bioontology.org/ontology/SNOMEDCT/412064009
http://purl.bioontology.org/ontology/SNOMEDCT/412357001","http://purl.bioontology.org/ontology/SNOMEDCT/229862008
http://purl.bioontology.org/ontology/SNOMEDCT/412064009
http://purl.bioontology.org/ontology/SNOMEDCT/412357001", , , 
8_4, , , ,juice,http://purl.bioontology.org/ontology/SNOMEDCT/129559002,http://purl.bioontology.org/ontology/SNOMEDCT/129559002, , , 
8_5, , , ,fish,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/735971005",http://purl.bioontology.org/ontology/SNOMEDCT/735971005, , , 
8_6, , , ,cilantro,http://purl.bioontology.org/ontology/SNOMEDCT/227390009,http://purl.bioontology.org/ontology/SNOMEDCT/227390009, , , 
9,"Absolutely, the entities that pertain to food are delineated below:  bread, Romano cheese, garlic, cream cheese, cheese mixture, sliced French bread, cheese","Of course, the entities are related as:  bread - http://purl.bioontology.org/ontology/SNOMEDCT/226559002, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005.","Of course, the entities are tied together as: bread - http://purl.bioontology.org/ontology/SNOMEDCT/226559002, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, french bread - http://purl.bioontology.org/ontology/SNOMEDCT/226565004;http://purl.bioontology.org/ontology/SNOMEDCT/226559002.", , , ,1.000,1.000,1.000
9_0, , , ,bread,http://purl.bioontology.org/ontology/SNOMEDCT/226559002,http://purl.bioontology.org/ontology/SNOMEDCT/226559002, , , 
9_1, , , ,cheese,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,http://purl.bioontology.org/ontology/SNOMEDCT/102264005, , , 
9_2, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
9_3, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
10,"Sure thing, the entities regarding food are detailed below:  mayonnaise, garlic, lemon juice, basil, Worcestershire sauce","Of course, the entities are bonded thusly:  mayonnaise - http://purl.bioontology.org/ontology/SNOMEDCT/227549007, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, lemon juice - http://purl.bioontology.org/ontology/SNOMEDCT/226495007;http://purl.bioontology.org/ontology/SNOMEDCT/129559002, basil - http://purl.bioontology.org/ontology/SNOMEDCT/735106000, worcestershire sauce - http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100;http://purl.bioontology.org/ontology/SNOMEDCT/227519005.","Certainly, the entities are associated accordingly: mayonnaise - http://purl.bioontology.org/ontology/SNOMEDCT/227549007, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, lemon juice - http://purl.bioontology.org/ontology/SNOMEDCT/226495007;http://purl.bioontology.org/ontology/SNOMEDCT/129559002, basil - http://purl.bioontology.org/ontology/SNOMEDCT/735106000, worcestershire sauce - http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100;http://purl.bioontology.org/ontology/SNOMEDCT/227519005.", , , ,1.000,1.000,1.000
10_0, , , ,mayonnaise,http://purl.bioontology.org/ontology/SNOMEDCT/227549007,http://purl.bioontology.org/ontology/SNOMEDCT/227549007, , , 
10_1, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
10_2, , , ,lemon juice,"http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226495007","http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226495007", , , 
10_3, , , ,basil,http://purl.bioontology.org/ontology/SNOMEDCT/735106000,http://purl.bioontology.org/ontology/SNOMEDCT/735106000, , , 
10_4, , , ,worcestershire sauce,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100","http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100", , , 
11,"Indeed, the entities that relate to food are detailed below:  dough, pepperoni, mozzarella cheese, cheese, bread, olive oil","Definitely, the entities are linked properly:  pepperoni - http://purl.bioontology.org/ontology/SNOMEDCT/442771000124102, mozzarella cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226837009;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005, bread - http://purl.bioontology.org/ontology/SNOMEDCT/226559002, olive oil - http://purl.bioontology.org/ontology/SNOMEDCT/41834005.","Definitely, the entities are linked in this manner: pepperoni - http://purl.bioontology.org/ontology/SNOMEDCT/442771000124102, mozzarella cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226837009;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005, bread - http://purl.bioontology.org/ontology/SNOMEDCT/226559002, olive oil - http://purl.bioontology.org/ontology/SNOMEDCT/41834005.", , , ,1.000,1.000,1.000
11_0, , , ,pepperoni,http://purl.bioontology.org/ontology/SNOMEDCT/442771000124102,http://purl.bioontology.org/ontology/SNOMEDCT/442771000124102, , , 
11_1, , , ,mozzarella cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226837009","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226837009", , , 
11_2, , , ,cheese,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,http://purl.bioontology.org/ontology/SNOMEDCT/102264005, , , 
11_3, , , ,bread,http://purl.bioontology.org/ontology/SNOMEDCT/226559002,http://purl.bioontology.org/ontology/SNOMEDCT/226559002, , , 
11_4, , , ,olive oil,http://purl.bioontology.org/ontology/SNOMEDCT/41834005,http://purl.bioontology.org/ontology/SNOMEDCT/41834005, , , 
12,"Sure thing, the entities regarding food are detailed below:  cream cheese, sour cream, mayonnaise, ranch dressing mix, green onions, jalapeno","Indeed, the entities are connected in this manner:  cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, cream - http://purl.bioontology.org/ontology/SNOMEDCT/255621006, mayonnaise - http://purl.bioontology.org/ontology/SNOMEDCT/227549007.","Absolutely, the entities are related in this fashion: cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, cream - http://purl.bioontology.org/ontology/SNOMEDCT/255621006, mayonnaise - http://purl.bioontology.org/ontology/SNOMEDCT/227549007, dressing - http://purl.bioontology.org/ontology/SNOMEDCT/227545001, onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, jalapeno - http://purl.bioontology.org/ontology/SNOMEDCT/442681000124105.", , , ,1.000,1.000,1.000
12_0, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
