instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
6_3, , , ,lemon juice,"http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226495007","http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226495007", , , 
6_4, , , ,onion,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,http://purl.bioontology.org/ontology/SNOMEDCT/735047000, , , 
6_5, , , ,parsley,http://purl.bioontology.org/ontology/SNOMEDCT/735048005,http://purl.bioontology.org/ontology/SNOMEDCT/735048005, , , 
7,"Definitely, the entities relevant to food are detailed below:  sour cream, cream cheese, shrimp soup, Worcestershire sauce, garlic salt","Absolutely, the linking of the entities is:  cream - http://purl.bioontology.org/ontology/SNOMEDCT/255621006, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, shrimp - http://purl.bioontology.org/ontology/SNOMEDCT/278840001;http://purl.bioontology.org/ontology/SNOMEDCT/227566009, worcestershire sauce - http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001.","Definitely, the entities are linked in the following way: cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, worcestershire sauce - http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001.", , , ,0.778,0.667,0.704
7_0, , , ,cream,http://purl.bioontology.org/ontology/SNOMEDCT/255621006,, , , 
7_1, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
7_2, , , ,shrimp,"http://purl.bioontology.org/ontology/SNOMEDCT/227566009
http://purl.bioontology.org/ontology/SNOMEDCT/278840001",, , , 
7_3, , , ,worcestershire sauce,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100","http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/443701000124100", , , 
7_4, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
8,"Certainly, the entities connected with food are delineated below:  cooking spray, sugar, soy sauce, garlic powder, wings, soy sauce mixture","Absolutely, the entities are related correspondingly:  soy sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227537006;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001.","Of course, the entities are bonded in this manner: soy sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227537006;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001.", , , ,1.000,1.000,1.000
8_0, , , ,soy sauce,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/227537006","http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/227537006", , , 
8_1, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
9,"Definitely, the entities concerning food are delineated below:  brown beef, beans, taco sauce, chili powder, cumin, meat, bean mixture, casserole, sour cream, beef, onions, tomatoes, olives, peppers, cheese","Certainly, the entities are correlated in this way:  beef - http://purl.bioontology.org/ontology/SNOMEDCT/226916002, taco - http://purl.bioontology.org/ontology/SNOMEDCT/459951000124104;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, chili powder - http://purl.bioontology.org/ontology/SNOMEDCT/227385006, meat - http://purl.bioontology.org/ontology/SNOMEDCT/28647000, bean - http://purl.bioontology.org/ontology/SNOMEDCT/256354006, cream - http://purl.bioontology.org/ontology/SNOMEDCT/255621006, olives - http://purl.bioontology.org/ontology/SNOMEDCT/227436000, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005.","Certainly, the entities are associated accordingly: beef - http://purl.bioontology.org/ontology/SNOMEDCT/226916002, taco - http://purl.bioontology.org/ontology/SNOMEDCT/459951000124104;http://purl.bioontology.org/ontology/SNOMEDCT/227553009, chili powder - http://purl.bioontology.org/ontology/SNOMEDCT/227385006, cream - http://purl.bioontology.org/ontology/SNOMEDCT/255621006, meat - http://purl.bioontology.org/ontology/SNOMEDCT/28647000, bean - http://purl.bioontology.org/ontology/SNOMEDCT/256354006, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005.", , , ,0.778,0.778,0.778
9_0, , , ,beef,http://purl.bioontology.org/ontology/SNOMEDCT/226916002,http://purl.bioontology.org/ontology/SNOMEDCT/226916002, , , 
9_1, , , ,taco,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/459951000124104","http://purl.bioontology.org/ontology/SNOMEDCT/227553009
http://purl.bioontology.org/ontology/SNOMEDCT/459951000124104", , , 
9_2, , , ,chili powder,http://purl.bioontology.org/ontology/SNOMEDCT/227385006,http://purl.bioontology.org/ontology/SNOMEDCT/227385006, , , 
9_3, , , ,meat,http://purl.bioontology.org/ontology/SNOMEDCT/28647000,http://purl.bioontology.org/ontology/SNOMEDCT/28647000, , , 
9_4, , , ,bean,http://purl.bioontology.org/ontology/SNOMEDCT/256354006,http://purl.bioontology.org/ontology/SNOMEDCT/256354006, , , 
9_5, , , ,cream,http://purl.bioontology.org/ontology/SNOMEDCT/255621006,http://purl.bioontology.org/ontology/SNOMEDCT/255621006, , , 
9_6, , , ,olives,http://purl.bioontology.org/ontology/SNOMEDCT/227436000,, , , 
9_7, , , ,cheese,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,http://purl.bioontology.org/ontology/SNOMEDCT/102264005, , , 
10,"Of course, the entities associated with food are detailed below:  butter, mushroom caps, mushrooms, cream cheese, goat cheese, onions, mushroom stems, filling, mushroom cap, garlic, garlic butter, filled mushroom caps","Indeed, the entities are connected properly:  butter - http://purl.bioontology.org/ontology/SNOMEDCT/226888007, mushroom - http://purl.bioontology.org/ontology/SNOMEDCT/735045008, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001.","Of course, the entities are bonded appropriately: butter - http://purl.bioontology.org/ontology/SNOMEDCT/226888007, mushroom - http://purl.bioontology.org/ontology/SNOMEDCT/735045008, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, goat - http://purl.bioontology.org/ontology/SNOMEDCT/226952003, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001.", , , ,1.000,0.857,0.905
10_0, , , ,butter,http://purl.bioontology.org/ontology/SNOMEDCT/226888007,http://purl.bioontology.org/ontology/SNOMEDCT/226888007, , , 
10_1, , , ,mushroom,http://purl.bioontology.org/ontology/SNOMEDCT/735045008,http://purl.bioontology.org/ontology/SNOMEDCT/735045008, , , 
10_2, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
10_3, , , ,cheese,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,, , , 
10_4, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
11,"Absolutely, the entities associated with food are:  vinegar, fish sauce, sugar, lime juice, garlic, red pepper flakes, dipping sauce, room temperature water, rice vermicelli, water, shrimp, rice vermicelli noodles, boiling water, vermicelli, cold water, noodles, rolls, shrimp halves, chopped lettuce, mint, cilantro, Thai basil, filling, spring roll","Definitely, the entities are linked properly:  fish - http://purl.bioontology.org/ontology/SNOMEDCT/735971005;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, juice - http://purl.bioontology.org/ontology/SNOMEDCT/129559002, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, pepper - http://purl.bioontology.org/ontology/SNOMEDCT/227563001, sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227519005, rice - http://purl.bioontology.org/ontology/SNOMEDCT/67324005;http://purl.bioontology.org/ontology/SNOMEDCT/226748009, shrimp - http://purl.bioontology.org/ontology/SNOMEDCT/278840001, vermicelli - http://purl.bioontology.org/ontology/SNOMEDCT/226748009, noodles - http://purl.bioontology.org/ontology/SNOMEDCT/226735005, lettuce - http://purl.bioontology.org/ontology/SNOMEDCT/735042006, mint - http://purl.bioontology.org/ontology/SNOMEDCT/226041007, cilantro - http://purl.bioontology.org/ontology/SNOMEDCT/227390009, basil - http://purl.bioontology.org/ontology/SNOMEDCT/735106000.","Certainly, the entities are associated accordingly: fish - http://purl.bioontology.org/ontology/SNOMEDCT/735971005, sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227519005, juice - http://purl.bioontology.org/ontology/SNOMEDCT/129559002, garlic - http://purl.bioontology.org/ontology/SNOMEDCT/735030001, pepper - http://purl.bioontology.org/ontology/SNOMEDCT/227563001, rice - http://purl.bioontology.org/ontology/SNOMEDCT/67324005, shrimp - http://purl.bioontology.org/ontology/SNOMEDCT/278840001, lettuce - http://purl.bioontology.org/ontology/SNOMEDCT/735042006, mint - http://purl.bioontology.org/ontology/SNOMEDCT/226041007, cilantro - http://purl.bioontology.org/ontology/SNOMEDCT/227390009, basil - http://purl.bioontology.org/ontology/SNOMEDCT/735106000.", , , ,0.800,0.733,0.756
11_0, , , ,fish,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/735971005",http://purl.bioontology.org/ontology/SNOMEDCT/735971005, , , 
11_1, , , ,juice,http://purl.bioontology.org/ontology/SNOMEDCT/129559002,http://purl.bioontology.org/ontology/SNOMEDCT/129559002, , , 
11_2, , , ,garlic,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,http://purl.bioontology.org/ontology/SNOMEDCT/735030001, , , 
11_3, , , ,pepper,http://purl.bioontology.org/ontology/SNOMEDCT/227563001,http://purl.bioontology.org/ontology/SNOMEDCT/227563001, , , 
11_4, , , ,sauce,http://purl.bioontology.org/ontology/SNOMEDCT/227519005,http://purl.bioontology.org/ontology/SNOMEDCT/227519005, , , 
11_5, , , ,rice,"http://purl.bioontology.org/ontology/SNOMEDCT/226748009
http://purl.bioontology.org/ontology/SNOMEDCT/67324005",http://purl.bioontology.org/ontology/SNOMEDCT/67324005, , , 
11_6, , , ,shrimp,http://purl.bioontology.org/ontology/SNOMEDCT/278840001,http://purl.bioontology.org/ontology/SNOMEDCT/278840001, , , 
11_7, , , ,vermicelli,http://purl.bioontology.org/ontology/SNOMEDCT/226748009,, , , 
11_8, , , ,noodles,http://purl.bioontology.org/ontology/SNOMEDCT/226735005,, , , 
11_9, , , ,lettuce,http://purl.bioontology.org/ontology/SNOMEDCT/735042006,http://purl.bioontology.org/ontology/SNOMEDCT/735042006, , , 
11_10, , , ,mint,http://purl.bioontology.org/ontology/SNOMEDCT/226041007,http://purl.bioontology.org/ontology/SNOMEDCT/226041007, , , 
11_11, , , ,cilantro,http://purl.bioontology.org/ontology/SNOMEDCT/227390009,http://purl.bioontology.org/ontology/SNOMEDCT/227390009, , , 
11_12, , , ,basil,http://purl.bioontology.org/ontology/SNOMEDCT/735106000,http://purl.bioontology.org/ontology/SNOMEDCT/735106000, , , 
12,"Certainly, the entities connected with food are detailed below:  cream cheese, green onion, lemon juice, horseradish, cayenne, salmon, salmon mixture, pecans, parsley","Definitely, the entities are associated in this way:  cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, lemon juice - http://purl.bioontology.org/ontology/SNOMEDCT/226495007;http://purl.bioontology.org/ontology/SNOMEDCT/129559002, horseradish - http://purl.bioontology.org/ontology/SNOMEDCT/735040003, salmon - http://purl.bioontology.org/ontology/SNOMEDCT/735009005, parsley - http://purl.bioontology.org/ontology/SNOMEDCT/735048005.","Definitely, the entities are linked properly: cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, onion - http://purl.bioontology.org/ontology/SNOMEDCT/735047000, lemon juice - http://purl.bioontology.org/ontology/SNOMEDCT/226495007;http://purl.bioontology.org/ontology/SNOMEDCT/129559002, horseradish - http://purl.bioontology.org/ontology/SNOMEDCT/735040003, salmon - http://purl.bioontology.org/ontology/SNOMEDCT/735009005, parsley - http://purl.bioontology.org/ontology/SNOMEDCT/735048005.", , , ,1.000,1.000,1.000
12_0, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
12_1, , , ,onion,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,http://purl.bioontology.org/ontology/SNOMEDCT/735047000, , , 
12_2, , , ,lemon juice,"http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226495007","http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226495007", , , 
12_3, , , ,horseradish,http://purl.bioontology.org/ontology/SNOMEDCT/735040003,http://purl.bioontology.org/ontology/SNOMEDCT/735040003, , , 
12_4, , , ,salmon,http://purl.bioontology.org/ontology/SNOMEDCT/735009005,http://purl.bioontology.org/ontology/SNOMEDCT/735009005, , , 
12_5, , , ,parsley,http://purl.bioontology.org/ontology/SNOMEDCT/735048005,http://purl.bioontology.org/ontology/SNOMEDCT/735048005, , , 
